id,event_id,innings,overs,ball_no,match_ball_no,innings_runs,innings_wickets,innings_target,innings_remaining_runs,innings_remaining_balls,run_rate_required,bowler_id,batter_id,batter_balls_faced,batter_runs,nonstriker_id,nonstriker_balls_faced,nonstriker_runs,outcome,wickets_lost,wicket_how,date,text,short_text,home_score,away_score,score_value,sequence,bbb_timestamp,play_type_id,bowler_name,bowler_short_name,bowler_full_name,bowler_team_id,bowler_team_name,bowler_maidens,bowler_balls,bowler_wickets,bowler_overs,bowler_conceded,batsman_striker_name,batsman_striker_short_name,batsman_striker_full_name,batsman_striker_team_id,batsman_striker_team_name,batsman_striker_fours,batsman_striker_sixes,batsman_striker_runs,batsman_nonstriker_name,batsman_nonstriker_short_name,batsman_nonstriker_full_name,batsman_nonstriker_team_id,batsman_nonstriker_team_name,batsman_nonstriker_fours,batsman_nonstriker_sixes,batsman_nonstriker_runs,innings_id,innings_run_rate,innings_byes,innings_number,innings_no_balls,innings_leg_byes,innings_ball_limit,innings_session,innings_day,innings_remaining_overs,innings_total_runs,innings_wides,over_balls,over_complete,over_limit,over_maiden,over_no_ball,over_byes,over_leg_byes,over_number,over_runs,over_wickets,over_actual,over_unique,dismissal_dismissal,dismissal_bowled,dismissal_minutes,dismissal_bowler_id,dismissal_bowler_name,dismissal_batsman_id,dismissal_batsman_name
115010,226374,1.0,15.1,1.0,91.0,149.0,2.0,0.0,,29.0,,44149.0,6513.0,43.0,66.0,7702.0,12.0,26.0,run,0.0,,2006-01-09T00:00Z,"Botha to Martyn, leg side delivery, Martyn drives on the front foot, 3 runs","Botha to Martyn, 3 runs",149/2,0,3.0,101501.0,0.0,1,Johan Botha,Botha,Johan Botha,3.0,South Africa,0.0,13.0,1.0,2.1,23.0,Damien Martyn,Martyn,Damien Richard Martyn,2.0,Australia,6.0,2.0,3.0,Andrew Symonds,Symonds,Andrew Symonds,2.0,Australia,4.0,0.0,0.0,11323,9.82,0.0,1.0,0.0,0.0,120.0,1.0,1.0,4.5,3.0,0.0,6.0,False,20.0,0.0,0.0,0.0,0.0,16.0,14.0,0.0,15.1,15.01,False,False,0.0,44149.0,Johan Botha,6513.0,Damien Martyn
115020,226374,1.0,15.2,2.0,92.0,150.0,2.0,0.0,,28.0,,44149.0,7702.0,13.0,27.0,6513.0,43.0,66.0,run,0.0,,2006-01-09T00:00Z,"Botha to Symonds, down the leg side, Symonds driving straight, 1 run","Botha to Symonds, 1 run",150/2,0,1.0,101502.0,0.0,1,Johan Botha,Botha,Johan Botha,3.0,South Africa,0.0,14.0,1.0,2.2,24.0,Andrew Symonds,Symonds,Andrew Symonds,2.0,Australia,4.0,0.0,1.0,Damien Martyn,Martyn,Damien Richard Martyn,2.0,Australia,6.0,2.0,0.0,11323,9.78,0.0,1.0,0.0,0.0,120.0,1.0,1.0,4.4,1.0,0.0,6.0,False,20.0,0.0,0.0,0.0,0.0,16.0,14.0,0.0,15.2,15.02,False,False,0.0,44149.0,Johan Botha,7702.0,Andrew Symonds
115030,226374,1.0,15.3,3.0,93.0,156.0,2.0,0.0,,27.0,,44149.0,6513.0,44.0,72.0,7702.0,13.0,27.0,six,0.0,,2006-01-09T00:00Z,"Botha to Martyn, good line and length delivery, Martyn drives through the on side and sends it over long-on, 6 runs","Botha to Martyn, SIX",156/2,0,6.0,101503.0,0.0,4,Johan Botha,Botha,Johan Botha,3.0,South Africa,0.0,15.0,1.0,2.3,30.0,Damien Martyn,Martyn,Damien Richard Martyn,2.0,Australia,6.0,3.0,6.0,Andrew Symonds,Symonds,Andrew Symonds,2.0,Australia,4.0,0.0,0.0,11323,10.06,0.0,1.0,0.0,0.0,120.0,1.0,1.0,4.3,6.0,0.0,6.0,False,20.0,0.0,0.0,0.0,0.0,16.0,14.0,0.0,15.3,15.03,False,False,0.0,44149.0,Johan Botha,6513.0,Damien Martyn
115040,226374,1.0,15.4,4.0,94.0,157.0,2.0,0.0,,26.0,,44149.0,6513.0,45.0,73.0,7702.0,13.0,27.0,run,0.0,,2006-01-09T00:00Z,"Botha to Martyn, line and length, Martyn cuts, 1 run","Botha to Martyn, 1 run",157/2,0,1.0,101504.0,0.0,1,Johan Botha,Botha,Johan Botha,3.0,South Africa,0.0,16.0,1.0,2.4,31.0,Damien Martyn,Martyn,Damien Richard Martyn,2.0,Australia,6.0,3.0,1.0,Andrew Symonds,Symonds,Andrew Symonds,2.0,Australia,4.0,0.0,0.0,11323,10.02,0.0,1.0,0.0,0.0,120.0,1.0,1.0,4.2,1.0,0.0,6.0,False,20.0,0.0,0.0,0.0,0.0,16.0,14.0,0.0,15.4,15.04,False,False,0.0,44149.0,Johan Botha,6513.0,Damien Martyn
115050,226374,1.0,15.5,5.0,95.0,158.0,2.0,0.0,,25.0,,44149.0,7702.0,14.0,28.0,6513.0,45.0,73.0,run,0.0,,2006-01-09T00:00Z,"Botha to Symonds, good length but down leg, Symonds drives it away, 1 run","Botha to Symonds, 1 run",158/2,0,1.0,101505.0,0.0,1,Johan Botha,Botha,Johan Botha,3.0,South Africa,0.0,17.0,1.0,2.5,32.0,Andrew Symonds,Symonds,Andrew Symonds,2.0,Australia,4.0,0.0,1.0,Damien Martyn,Martyn,Damien Richard Martyn,2.0,Australia,6.0,3.0,0.0,11323,9.97,0.0,1.0,0.0,0.0,120.0,1.0,1.0,4.1,1.0,0.0,6.0,False,20.0,0.0,0.0,0.0,0.0,16.0,14.0,0.0,15.5,15.05,False,False,0.0,44149.0,Johan Botha,7702.0,Andrew Symonds
115060,226374,1.0,15.6,6.0,96.0,160.0,2.0,0.0,,24.0,,44149.0,6513.0,46.0,75.0,7702.0,14.0,28.0,run,0.0,,2006-01-09T00:00Z,"Botha to Martyn, good line and length, Martyn drives the ball, 2 runs","Botha to Martyn, 2 runs",160/2,0,2.0,101506.0,0.0,1,Johan Botha,Botha,Johan Botha,3.0,South Africa,0.0,18.0,1.0,3.0,34.0,Damien Martyn,Martyn,Damien Richard Martyn,2.0,Australia,6.0,3.0,2.0,Andrew Symonds,Symonds,Andrew Symonds,2.0,Australia,4.0,0.0,0.0,11323,10.0,0.0,1.0,0.0,0.0,120.0,1.0,1.0,4.0,2.0,0.0,6.0,True,20.0,0.0,0.0,0.0,0.0,16.0,14.0,0.0,15.6,15.06,False,False,0.0,44149.0,Johan Botha,6513.0,Damien Martyn
116010,226374,1.0,16.1,1.0,97.0,161.0,2.0,0.0,,23.0,,45396.0,7702.0,15.0,29.0,6513.0,46.0,75.0,run,0.0,,2006-01-09T00:00Z,"Hall to Symonds, good length delivery, Symonds drives through the off side, 1 run","Hall to Symonds, 1 run",161/2,0,1.0,101601.0,0.0,1,Andrew Hall,Hall,Andrew James Hall,3.0,South Africa,0.0,13.0,0.0,2.1,20.0,Andrew Symonds,Symonds,Andrew Symonds,2.0,Australia,4.0,0.0,1.0,Damien Martyn,Martyn,Damien Richard Martyn,2.0,Australia,6.0,3.0,0.0,11323,9.95,0.0,1.0,0.0,0.0,120.0,1.0,1.0,3.5,1.0,0.0,6.0,False,20.0,0.0,0.0,0.0,0.0,17.0,6.0,0.0,16.1,16.01,False,False,0.0,45396.0,Andrew Hall,7702.0,Andrew Symonds
116020,226374,1.0,16.2,2.0,98.0,163.0,2.0,0.0,,22.0,,45396.0,6513.0,47.0,77.0,7702.0,15.0,29.0,run,0.0,,2006-01-09T00:00Z,"Hall to Martyn, full toss, Martyn driving, 2 runs","Hall to Martyn, 2 runs",163/2,0,2.0,101602.0,0.0,1,Andrew Hall,Hall,Andrew James Hall,3.0,South Africa,0.0,14.0,0.0,2.2,22.0,Damien Martyn,Martyn,Damien Richard Martyn,2.0,Australia,6.0,3.0,2.0,Andrew Symonds,Symonds,Andrew Symonds,2.0,Australia,4.0,0.0,0.0,11323,9.97,0.0,1.0,0.0,0.0,120.0,1.0,1.0,3.4,2.0,0.0,6.0,False,20.0,0.0,0.0,0.0,0.0,17.0,6.0,0.0,16.2,16.02,False,False,0.0,45396.0,Andrew Hall,6513.0,Damien Martyn
116030,226374,1.0,16.3,3.0,99.0,164.0,2.0,0.0,,21.0,,45396.0,6513.0,48.0,78.0,7702.0,15.0,29.0,run,0.0,,2006-01-09T00:00Z,"Hall to Martyn, good length but wide of the off stump, Martyn drives the ball through the off side, 1 run","Hall to Martyn, 1 run",164/2,0,1.0,101603.0,0.0,1,Andrew Hall,Hall,Andrew James Hall,3.0,South Africa,0.0,15.0,0.0,2.3,23.0,Damien Martyn,Martyn,Damien Richard Martyn,2.0,Australia,6.0,3.0,1.0,Andrew Symonds,Symonds,Andrew Symonds,2.0,Australia,4.0,0.0,0.0,11323,9.93,0.0,1.0,0.0,0.0,120.0,1.0,1.0,3.3,1.0,0.0,6.0,False,20.0,0.0,0.0,0.0,0.0,17.0,6.0,0.0,16.3,16.03,False,False,0.0,45396.0,Andrew Hall,6513.0,Damien Martyn
116040,226374,1.0,16.4,4.0,100.0,164.0,2.0,0.0,,20.0,,45396.0,7702.0,16.0,29.0,6513.0,48.0,78.0,no run,0.0,,2006-01-09T00:00Z,"Hall to Symonds, good length and wide of the off stump, Symonds plays and misses, no runs","Hall to Symonds, no run",164/2,0,0.0,101604.0,0.0,2,Andrew Hall,Hall,Andrew James Hall,3.0,South Africa,0.0,16.0,0.0,2.4,23.0,Andrew Symonds,Symonds,Andrew Symonds,2.0,Australia,4.0,0.0,0.0,Damien Martyn,Martyn,Damien Richard Martyn,2.0,Australia,6.0,3.0,0.0,11323,9.84,0.0,1.0,0.0,0.0,120.0,1.0,1.0,3.2,0.0,0.0,6.0,False,20.0,0.0,0.0,0.0,0.0,17.0,6.0,0.0,16.4,16.04,False,False,0.0,45396.0,Andrew Hall,7702.0,Andrew Symonds
116050,226374,1.0,16.5,5.0,101.0,165.0,2.0,0.0,,19.0,,45396.0,7702.0,17.0,30.0,6513.0,48.0,78.0,run,0.0,,2006-01-09T00:00Z,"Hall to Symonds, wide outside the off stump, Symonds gets an edge, 1 run","Hall to Symonds, 1 run",165/2,0,1.0,101605.0,0.0,1,Andrew Hall,Hall,Andrew James Hall,3.0,South Africa,0.0,17.0,0.0,2.5,24.0,Andrew Symonds,Symonds,Andrew Symonds,2.0,Australia,4.0,0.0,1.0,Damien Martyn,Martyn,Damien Richard Martyn,2.0,Australia,6.0,3.0,0.0,11323,9.8,0.0,1.0,0.0,0.0,120.0,1.0,1.0,3.1,1.0,0.0,6.0,False,20.0,0.0,0.0,0.0,0.0,17.0,6.0,0.0,16.5,16.05,False,False,0.0,45396.0,Andrew Hall,7702.0,Andrew Symonds
116060,226374,1.0,16.6,6.0,102.0,166.0,2.0,0.0,,18.0,,45396.0,6513.0,49.0,79.0,7702.0,17.0,30.0,run,0.0,,2006-01-09T00:00Z,"Hall to Martyn, good length and wide of the off stump, Martyn driving, 1 run","Hall to Martyn, 1 run",166/2,0,1.0,101606.0,0.0,1,Andrew Hall,Hall,Andrew James Hall,3.0,South Africa,0.0,18.0,0.0,3.0,25.0,Damien Martyn,Martyn,Damien Richard Martyn,2.0,Australia,6.0,3.0,1.0,Andrew Symonds,Symonds,Andrew Symonds,2.0,Australia,4.0,0.0,0.0,11323,9.76,0.0,1.0,0.0,0.0,120.0,1.0,1.0,3.0,1.0,0.0,6.0,True,20.0,0.0,0.0,0.0,0.0,17.0,6.0,0.0,16.6,16.06,False,False,0.0,45396.0,Andrew Hall,6513.0,Damien Martyn
117010,226374,1.0,17.1,1.0,103.0,167.0,2.0,0.0,,17.0,,44149.0,6513.0,50.0,80.0,7702.0,17.0,30.0,run,0.0,,2006-01-09T00:00Z,"Botha to Martyn, length but down leg, Martyn drives the ball, 1 run","Botha to Martyn, 1 run",167/2,0,1.0,101701.0,0.0,1,Johan Botha,Botha,Johan Botha,3.0,South Africa,0.0,19.0,1.0,3.1,35.0,Damien Martyn,Martyn,Damien Richard Martyn,2.0,Australia,6.0,3.0,1.0,Andrew Symonds,Symonds,Andrew Symonds,2.0,Australia,4.0,0.0,0.0,11323,9.72,0.0,1.0,0.0,0.0,120.0,1.0,1.0,2.5,1.0,0.0,6.0,False,20.0,0.0,0.0,0.0,0.0,18.0,9.0,0.0,17.1,17.01,False,False,0.0,44149.0,Johan Botha,6513.0,Damien Martyn
117020,226374,1.0,17.2,2.0,104.0,168.0,2.0,0.0,,16.0,,44149.0,7702.0,18.0,31.0,6513.0,50.0,80.0,run,0.0,,2006-01-09T00:00Z,"Botha to Symonds, full toss down the leg side, Symonds driving, 1 run","Botha to Symonds, 1 run",168/2,0,1.0,101702.0,0.0,1,Johan Botha,Botha,Johan Botha,3.0,South Africa,0.0,20.0,1.0,3.2,36.0,Andrew Symonds,Symonds,Andrew Symonds,2.0,Australia,4.0,0.0,1.0,Damien Martyn,Martyn,Damien Richard Martyn,2.0,Australia,6.0,3.0,0.0,11323,9.69,0.0,1.0,0.0,0.0,120.0,1.0,1.0,2.4,1.0,0.0,6.0,False,20.0,0.0,0.0,0.0,0.0,18.0,9.0,0.0,17.2,17.02,False,False,0.0,44149.0,Johan Botha,7702.0,Andrew Symonds
117030,226374,1.0,17.3,3.0,105.0,168.0,2.0,0.0,,15.0,,44149.0,6513.0,51.0,80.0,7702.0,18.0,31.0,no run,0.0,,2006-01-09T00:00Z,"Botha to Martyn, good line and length delivery, Martyn defends on the front foot, no runs, fielded by Botha","Botha to Martyn, no run",168/2,0,0.0,101703.0,0.0,2,Johan Botha,Botha,Johan Botha,3.0,South Africa,0.0,21.0,1.0,3.3,36.0,Damien Martyn,Martyn,Damien Richard Martyn,2.0,Australia,6.0,3.0,0.0,Andrew Symonds,Symonds,Andrew Symonds,2.0,Australia,4.0,0.0,0.0,11323,9.6,0.0,1.0,0.0,0.0,120.0,1.0,1.0,2.3,0.0,0.0,6.0,False,20.0,0.0,0.0,0.0,0.0,18.0,9.0,0.0,17.3,17.03,False,False,0.0,44149.0,Johan Botha,6513.0,Damien Martyn
117040,226374,1.0,17.4,4.0,106.0,174.0,2.0,0.0,,14.0,,44149.0,6513.0,52.0,86.0,7702.0,18.0,31.0,six,0.0,,2006-01-09T00:00Z,"Botha to Martyn, leg side delivery, Martyn drives on the on side flicks well and out the middle, 6 runs","Botha to Martyn, SIX",174/2,0,6.0,101704.0,0.0,4,Johan Botha,Botha,Johan Botha,3.0,South Africa,0.0,22.0,1.0,3.4,42.0,Damien Martyn,Martyn,Damien Richard Martyn,2.0,Australia,6.0,4.0,6.0,Andrew Symonds,Symonds,Andrew Symonds,2.0,Australia,4.0,0.0,0.0,11323,9.84,0.0,1.0,0.0,0.0,120.0,1.0,1.0,2.2,6.0,0.0,6.0,False,20.0,0.0,0.0,0.0,0.0,18.0,9.0,0.0,17.4,17.04,False,False,0.0,44149.0,Johan Botha,6513.0,Damien Martyn
117050,226374,1.0,17.5,5.0,107.0,175.0,2.0,0.0,,13.0,,44149.0,6513.0,53.0,87.0,7702.0,18.0,31.0,run,0.0,,2006-01-09T00:00Z,"Botha to Martyn, leg side delivery, Martyn driving, 1 run","Botha to Martyn, 1 run",175/2,0,1.0,101705.0,0.0,1,Johan Botha,Botha,Johan Botha,3.0,South Africa,0.0,23.0,1.0,3.5,43.0,Damien Martyn,Martyn,Damien Richard Martyn,2.0,Australia,6.0,4.0,1.0,Andrew Symonds,Symonds,Andrew Symonds,2.0,Australia,4.0,0.0,0.0,11323,9.81,0.0,1.0,0.0,0.0,120.0,1.0,1.0,2.1,1.0,0.0,6.0,False,20.0,0.0,0.0,0.0,0.0,18.0,9.0,0.0,17.5,17.05,False,False,0.0,44149.0,Johan Botha,6513.0,Damien Martyn
117060,226374,1.0,17.6,6.0,108.0,175.0,2.0,0.0,,12.0,,44149.0,7702.0,19.0,31.0,6513.0,53.0,87.0,no run,0.0,,2006-01-09T00:00Z,"Botha to Symonds, line and length, Symonds drives the ball through the off side, no runs, fielded by Botha","Botha to Symonds, no run",175/2,0,0.0,101706.0,0.0,2,Johan Botha,Botha,Johan Botha,3.0,South Africa,0.0,24.0,1.0,4.0,43.0,Andrew Symonds,Symonds,Andrew Symonds,2.0,Australia,4.0,0.0,0.0,Damien Martyn,Martyn,Damien Richard Martyn,2.0,Australia,6.0,4.0,0.0,11323,9.72,0.0,1.0,0.0,0.0,120.0,1.0,1.0,2.0,0.0,0.0,6.0,True,20.0,0.0,0.0,0.0,0.0,18.0,9.0,0.0,17.6,17.06,False,False,0.0,44149.0,Johan Botha,7702.0,Andrew Symonds
118010,226374,1.0,18.1,1.0,109.0,176.0,2.0,0.0,,11.0,,45396.0,6513.0,54.0,88.0,7702.0,19.0,31.0,run,0.0,,2006-01-09T00:00Z,"Hall to Martyn, good line and length delivery, Martyn drives it away, 1 run","Hall to Martyn, 1 run",176/2,0,1.0,101801.0,0.0,1,Andrew Hall,Hall,Andrew James Hall,3.0,South Africa,0.0,19.0,0.0,3.1,26.0,Damien Martyn,Martyn,Damien Richard Martyn,2.0,Australia,6.0,4.0,1.0,Andrew Symonds,Symonds,Andrew Symonds,2.0,Australia,4.0,0.0,0.0,11323,9.68,0.0,1.0,0.0,0.0,120.0,1.0,1.0,1.5,1.0,0.0,6.0,False,20.0,0.0,0.0,0.0,0.0,19.0,13.0,0.0,18.1,18.01,False,False,0.0,45396.0,Andrew Hall,6513.0,Damien Martyn
118020,226374,1.0,18.2,2.0,110.0,177.0,2.0,0.0,,10.0,,45396.0,7702.0,20.0,32.0,6513.0,54.0,88.0,run,0.0,,2006-01-09T00:00Z,"Hall to Symonds, good length delivery, Symonds driving, 1 run, fielded by Dippenaar","Hall to Symonds, 1 run",177/2,0,1.0,101802.0,0.0,1,Andrew Hall,Hall,Andrew James Hall,3.0,South Africa,0.0,20.0,0.0,3.2,27.0,Andrew Symonds,Symonds,Andrew Symonds,2.0,Australia,4.0,0.0,1.0,Damien Martyn,Martyn,Damien Richard Martyn,2.0,Australia,6.0,4.0,0.0,11323,9.65,0.0,1.0,0.0,0.0,120.0,1.0,1.0,1.4,1.0,0.0,6.0,False,20.0,0.0,0.0,0.0,0.0,19.0,13.0,0.0,18.2,18.02,False,False,0.0,45396.0,Andrew Hall,7702.0,Andrew Symonds
118030,226374,1.0,18.3,3.0,111.0,179.0,2.0,0.0,,9.0,,45396.0,6513.0,55.0,90.0,7702.0,20.0,32.0,run,0.0,,2006-01-09T00:00Z,"Hall to Martyn, good line and length, Martyn cuts it, 2 runs, fielded by Zondeki","Hall to Martyn, 2 runs",179/2,0,2.0,101803.0,0.0,1,Andrew Hall,Hall,Andrew James Hall,3.0,South Africa,0.0,21.0,0.0,3.3,29.0,Damien Martyn,Martyn,Damien Richard Martyn,2.0,Australia,6.0,4.0,2.0,Andrew Symonds,Symonds,Andrew Symonds,2.0,Australia,4.0,0.0,0.0,11323,9.67,0.0,1.0,0.0,0.0,120.0,1.0,1.0,1.3,2.0,0.0,6.0,False,20.0,0.0,0.0,0.0,0.0,19.0,13.0,0.0,18.3,18.03,False,False,0.0,45396.0,Andrew Hall,6513.0,Damien Martyn
118040,226374,1.0,18.4,4.0,112.0,185.0,2.0,0.0,,8.0,,45396.0,6513.0,56.0,96.0,7702.0,20.0,32.0,six,0.0,,2006-01-09T00:00Z,"Hall to Martyn, line and length, Martyn drives on the on side, 6 runs","Hall to Martyn, SIX",185/2,0,6.0,101804.0,0.0,4,Andrew Hall,Hall,Andrew James Hall,3.0,South Africa,0.0,22.0,0.0,3.4,35.0,Damien Martyn,Martyn,Damien Richard Martyn,2.0,Australia,6.0,5.0,6.0,Andrew Symonds,Symonds,Andrew Symonds,2.0,Australia,4.0,0.0,0.0,11323,9.91,0.0,1.0,0.0,0.0,120.0,1.0,1.0,1.2,6.0,0.0,6.0,False,20.0,0.0,0.0,0.0,0.0,19.0,13.0,0.0,18.4,18.04,False,False,0.0,45396.0,Andrew Hall,6513.0,Damien Martyn
118050,226374,1.0,18.5,5.0,113.0,186.0,2.0,0.0,,7.0,,45396.0,6513.0,57.0,97.0,7702.0,20.0,32.0,run,0.0,,2006-01-09T00:00Z,"Hall to Martyn, down the leg side, Martyn hits it into the leg side, 1 run","Hall to Martyn, 1 run",186/2,0,1.0,101805.0,0.0,1,Andrew Hall,Hall,Andrew James Hall,3.0,South Africa,0.0,23.0,0.0,3.5,36.0,Damien Martyn,Martyn,Damien Richard Martyn,2.0,Australia,6.0,5.0,1.0,Andrew Symonds,Symonds,Andrew Symonds,2.0,Australia,4.0,0.0,0.0,11323,9.87,0.0,1.0,0.0,0.0,120.0,1.0,1.0,1.1,1.0,0.0,6.0,False,20.0,0.0,0.0,0.0,0.0,19.0,13.0,0.0,18.5,18.05,False,False,0.0,45396.0,Andrew Hall,6513.0,Damien Martyn
118060,226374,1.0,18.6,6.0,114.0,188.0,2.0,0.0,,6.0,,45396.0,7702.0,21.0,34.0,6513.0,57.0,97.0,run,0.0,,2006-01-09T00:00Z,"Hall to Symonds, length but down leg, Symonds drives it away, 2 runs, fielded by Kallis","Hall to Symonds, 2 runs",188/2,0,2.0,101806.0,0.0,1,Andrew Hall,Hall,Andrew James Hall,3.0,South Africa,0.0,24.0,0.0,4.0,38.0,Andrew Symonds,Symonds,Andrew Symonds,2.0,Australia,4.0,0.0,2.0,Damien Martyn,Martyn,Damien Richard Martyn,2.0,Australia,6.0,5.0,0.0,11323,9.89,0.0,1.0,0.0,0.0,120.0,1.0,1.0,1.0,2.0,0.0,6.0,True,20.0,0.0,0.0,0.0,0.0,19.0,13.0,0.0,18.6,18.06,False,False,0.0,45396.0,Andrew Hall,7702.0,Andrew Symonds
119010,226374,1.0,19.1,1.0,115.0,188.0,3.0,0.0,,5.0,,48112.0,6513.0,58.0,97.0,7702.0,21.0,34.0,out,3.0,caught,2006-01-09T00:00Z,"Zondeki to Martyn, OUT (Caught), comes down the pitch, touch short, on the cut, not out the middle, more a steer, steers it straight to Gibbs at backward point","Zondeki to Martyn, OUT",188/3,0,0.0,101901.0,0.0,9,Monde Zondeki,Zondeki,Monde Zondeki,3.0,South Africa,0.0,13.0,1.0,2.1,18.0,Damien Martyn,Martyn,Damien Richard Martyn,2.0,Australia,6.0,5.0,0.0,Andrew Symonds,Symonds,Andrew Symonds,2.0,Australia,4.0,0.0,0.0,11323,9.8,0.0,1.0,0.0,0.0,120.0,1.0,1.0,0.5,0.0,0.0,6.0,False,20.0,0.0,0.0,0.0,0.0,20.0,22.0,1.0,19.1,19.01,True,True,79.0,48112.0,Monde Zondeki,6513.0,Damien Martyn
119020,226374,1.0,19.1,2.0,115.0,190.0,3.0,0.0,,5.0,,48112.0,4578.0,0.0,0.0,7702.0,21.0,34.0,wide,0.0,,2006-01-09T00:00Z,"(wide) Zondeki to Clarke, length but down leg, no runs","Zondeki to Clarke, 2 wides",190/3,0,2.0,101902.0,0.0,6,Monde Zondeki,Zondeki,Monde Zondeki,3.0,South Africa,0.0,13.0,1.0,2.1,20.0,Michael Clarke,Clarke,Michael John Clarke,2.0,Australia,0.0,0.0,0.0,Andrew Symonds,Symonds,Andrew Symonds,2.0,Australia,4.0,0.0,0.0,11323,9.91,0.0,1.0,0.0,0.0,120.0,1.0,1.0,0.5,2.0,2.0,6.0,False,20.0,0.0,0.0,0.0,0.0,20.0,22.0,1.0,19.2,19.02,False,False,0.0,48112.0,Monde Zondeki,4578.0,Michael Clarke
119030,226374,1.0,19.2,3.0,116.0,192.0,3.0,0.0,,4.0,,48112.0,7702.0,22.0,36.0,4578.0,0.0,0.0,run,0.0,,2006-01-09T00:00Z,"Zondeki to Symonds, leg side delivery, Symonds drives on the on side, 2 runs","Zondeki to Symonds, 2 runs",192/3,0,2.0,101903.0,0.0,1,Monde Zondeki,Zondeki,Monde Zondeki,3.0,South Africa,0.0,14.0,1.0,2.2,22.0,Andrew Symonds,Symonds,Andrew Symonds,2.0,Australia,4.0,0.0,2.0,Michael Clarke,Clarke,Michael John Clarke,2.0,Australia,0.0,0.0,0.0,11323,9.93,0.0,1.0,0.0,0.0,120.0,1.0,1.0,0.4,2.0,0.0,6.0,False,20.0,0.0,0.0,0.0,0.0,20.0,22.0,1.0,19.2,19.03,False,False,0.0,48112.0,Monde Zondeki,7702.0,Andrew Symonds
119040,226374,1.0,19.3,4.0,117.0,198.0,3.0,0.0,,3.0,,48112.0,7702.0,23.0,42.0,4578.0,0.0,0.0,six,0.0,,2006-01-09T00:00Z,"Zondeki to Symonds, down the leg side, Symonds drives on the front foot lofted high and powerfully over long-on, 6 runs","Zondeki to Symonds, SIX",198/3,0,6.0,101904.0,0.0,4,Monde Zondeki,Zondeki,Monde Zondeki,3.0,South Africa,0.0,15.0,1.0,2.3,28.0,Andrew Symonds,Symonds,Andrew Symonds,2.0,Australia,4.0,1.0,6.0,Michael Clarke,Clarke,Michael John Clarke,2.0,Australia,0.0,0.0,0.0,11323,10.15,0.0,1.0,0.0,0.0,120.0,1.0,1.0,0.3,6.0,0.0,6.0,False,20.0,0.0,0.0,0.0,0.0,20.0,22.0,1.0,19.3,19.04,False,False,0.0,48112.0,Monde Zondeki,7702.0,Andrew Symonds
119050,226374,1.0,19.4,5.0,118.0,202.0,3.0,0.0,,2.0,,48112.0,7702.0,24.0,46.0,4578.0,0.0,0.0,four,0.0,,2006-01-09T00:00Z,"Zondeki to Symonds, good line and length delivery, Symonds plays a cut-shot, 4 runs","Zondeki to Symonds, FOUR",202/3,0,4.0,101905.0,0.0,3,Monde Zondeki,Zondeki,Monde Zondeki,3.0,South Africa,0.0,16.0,1.0,2.4,32.0,Andrew Symonds,Symonds,Andrew Symonds,2.0,Australia,5.0,1.0,4.0,Michael Clarke,Clarke,Michael John Clarke,2.0,Australia,0.0,0.0,0.0,11323,10.27,0.0,1.0,0.0,0.0,120.0,1.0,1.0,0.2,4.0,0.0,6.0,False,20.0,0.0,0.0,0.0,0.0,20.0,22.0,1.0,19.4,19.05,False,False,0.0,48112.0,Monde Zondeki,7702.0,Andrew Symonds
119060,226374,1.0,19.5,6.0,119.0,208.0,3.0,0.0,,1.0,,48112.0,7702.0,25.0,52.0,4578.0,0.0,0.0,six,0.0,,2006-01-09T00:00Z,"Zondeki to Symonds, full toss, Symonds drives on the on side got hold of that one, sends it well over long-on, 6 runs","Zondeki to Symonds, SIX",208/3,0,6.0,101906.0,0.0,4,Monde Zondeki,Zondeki,Monde Zondeki,3.0,South Africa,0.0,17.0,1.0,2.5,38.0,Andrew Symonds,Symonds,Andrew Symonds,2.0,Australia,5.0,2.0,6.0,Michael Clarke,Clarke,Michael John Clarke,2.0,Australia,0.0,0.0,0.0,11323,10.48,0.0,1.0,0.0,0.0,120.0,1.0,1.0,0.1,6.0,0.0,6.0,False,20.0,0.0,0.0,0.0,0.0,20.0,22.0,1.0,19.5,19.06,False,False,0.0,48112.0,Monde Zondeki,7702.0,Andrew Symonds
119070,226374,1.0,19.6,7.0,120.0,210.0,3.0,0.0,,0.0,,48112.0,7702.0,26.0,54.0,4578.0,0.0,0.0,run,0.0,,2006-01-09T00:00Z,"Zondeki to Symonds, down the leg side, Symonds driving, 2 runs","Zondeki to Symonds, 2 runs",210/3,0,2.0,101907.0,0.0,1,Monde Zondeki,Zondeki,Monde Zondeki,3.0,South Africa,0.0,18.0,1.0,3.0,40.0,Andrew Symonds,Symonds,Andrew Symonds,2.0,Australia,5.0,2.0,2.0,Michael Clarke,Clarke,Michael John Clarke,2.0,Australia,0.0,0.0,0.0,11323,10.5,0.0,1.0,0.0,0.0,120.0,1.0,1.0,0.0,2.0,0.0,6.0,True,20.0,0.0,0.0,0.0,0.0,20.0,22.0,1.0,19.6,19.07,False,False,0.0,48112.0,Monde Zondeki,7702.0,Andrew Symonds
